JUDGE,LOT_ID,PANEL_ID,TIME_1BLACK,TIME_2AG,TIME_3BUS,TIME_4DIELEC,TIME_5MGO,TIME_6PHOS,TIME_7PASTE,TIME_8AGING,MC_1BLACK_1PRINT,MC_1BLACK_2RTD,MC_2AG_1PRINT,MC_2AG_2RTD,MC_2AG_3EXPOSURE,MC_3BUS_1DEVELOP,MC_3BUS_2FIRE,MC_4DIELEC_1FIRE,MC_5MGO,MC_6PHOS_1R_1DISPENSER,MC_6PHOS_1R_2DRY,MC_6PHOS_2G_1DISPENSER,MC_6PHOS_2G_2DRY,MC_6PHOS_3B_1DISPENSER,MC_6PHOS_4FIRE,MC_7PASTE,MC_8AGING
양품,LOT-181,PNL-15,2019-05-20T15:40,2019-05-20T21:00,2019-05-21T02:40,2019-05-26T05:20,2019-05-30T19:20,2019-05-23T10:39,2019-05-31T04:20,2019-05-31T06:00,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-181,PNL-16,2019-05-20T16:24,2019-05-20T21:44,2019-05-21T03:24,2019-05-26T06:04,2019-05-30T20:04,2019-05-23T11:23,2019-05-31T05:04,2019-05-31T06:44,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-181,PNL-17,2019-05-20T17:09,2019-05-20T22:29,2019-05-21T04:09,2019-05-26T06:49,2019-05-30T20:49,2019-05-23T12:08,2019-05-31T05:49,2019-05-31T07:29,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-181,PNL-18,2019-05-20T17:53,2019-05-20T23:13,2019-05-21T04:53,2019-05-26T07:33,2019-05-30T21:33,2019-05-23T12:52,2019-05-31T06:33,2019-05-31T08:13,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-181,PNL-19,2019-05-20T18:37,2019-05-20T23:57,2019-05-21T05:37,2019-05-26T08:17,2019-05-30T22:17,2019-05-23T13:36,2019-05-31T07:17,2019-05-31T08:57,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-181,PNL-20,2019-05-20T19:21,2019-05-21T00:41,2019-05-21T06:21,2019-05-26T09:01,2019-05-30T23:01,2019-05-23T14:20,2019-05-31T08:01,2019-05-31T09:41,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,3호기,1호기,1호기
양품,LOT-182,PNL-01,2019-05-20T20:07,2019-05-21T01:27,2019-05-21T07:07,2019-05-26T09:47,2019-05-30T23:47,2019-05-23T15:05,2019-05-31T08:47,2019-05-31T10:27,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-02,2019-05-20T20:51,2019-05-21T02:11,2019-05-21T07:51,2019-05-26T10:31,2019-05-31T00:31,2019-05-23T15:49,2019-05-31T09:31,2019-05-31T11:11,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-03,2019-05-20T21:35,2019-05-21T02:55,2019-05-21T08:35,2019-05-26T11:15,2019-05-31T01:15,2019-05-23T16:33,2019-05-31T10:15,2019-05-31T11:55,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-04,2019-05-20T22:19,2019-05-21T03:39,2019-05-21T09:19,2019-05-26T11:59,2019-05-31T01:59,2019-05-23T17:17,2019-05-31T10:59,2019-05-31T12:39,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-05,2019-05-20T23:04,2019-05-21T04:24,2019-05-21T10:04,2019-05-26T12:44,2019-05-31T02:44,2019-05-23T18:02,2019-05-31T11:44,2019-05-31T13:24,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-06,2019-05-20T23:48,2019-05-21T05:08,2019-05-21T10:48,2019-05-26T13:28,2019-05-31T03:28,2019-05-23T18:46,2019-05-31T12:28,2019-05-31T14:08,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-07,2019-05-21T00:32,2019-05-21T05:52,2019-05-21T11:32,2019-05-26T14:12,2019-05-31T04:12,2019-05-23T19:30,2019-05-31T13:12,2019-05-31T14:52,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-08,2019-05-21T01:16,2019-05-21T06:36,2019-05-21T12:16,2019-05-26T14:56,2019-05-31T04:56,2019-05-23T20:14,2019-05-31T13:56,2019-05-31T15:36,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
명점,LOT-182,PNL-09,2019-05-21T02:01,2019-05-21T07:21,2019-05-21T13:01,2019-05-26T15:41,2019-05-31T05:41,2019-05-23T20:59,2019-05-31T14:41,2019-05-31T16:21,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-10,2019-05-21T02:45,2019-05-21T08:05,2019-05-21T13:45,2019-05-26T16:25,2019-05-31T06:25,2019-05-23T21:43,2019-05-31T15:25,2019-05-31T17:05,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-11,2019-05-21T03:29,2019-05-21T08:49,2019-05-21T14:29,2019-05-26T17:09,2019-05-31T07:09,2019-05-23T22:27,2019-05-31T16:09,2019-05-31T17:49,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-12,2019-05-21T04:13,2019-05-21T09:33,2019-05-21T15:13,2019-05-26T17:53,2019-05-31T07:53,2019-05-23T23:11,2019-05-31T16:53,2019-05-31T18:33,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-13,2019-05-21T04:58,2019-05-21T10:18,2019-05-21T15:58,2019-05-26T18:38,2019-05-31T08:38,2019-05-23T23:56,2019-05-31T17:38,2019-05-31T19:18,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-14,2019-05-21T05:42,2019-05-21T11:02,2019-05-21T16:42,2019-05-26T19:22,2019-05-31T09:22,2019-05-24T00:40,2019-05-31T18:22,2019-05-31T20:02,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-15,2019-05-21T06:26,2019-05-21T11:46,2019-05-21T17:26,2019-05-26T20:06,2019-05-31T10:06,2019-05-24T01:24,2019-05-31T19:06,2019-05-31T20:46,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-16,2019-05-21T07:10,2019-05-21T12:30,2019-05-21T18:10,2019-05-26T20:50,2019-05-31T10:50,2019-05-24T02:08,2019-05-31T19:50,2019-05-31T21:30,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-17,2019-05-21T00:32,2019-05-21T05:52,2019-05-21T11:32,2019-05-26T14:12,2019-05-31T04:12,2019-05-23T19:30,2019-05-31T13:12,2019-05-31T14:52,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-18,2019-05-21T08:39,2019-05-21T13:59,2019-05-21T19:39,2019-05-26T22:19,2019-05-31T12:19,2019-05-24T03:37,2019-05-31T21:19,2019-05-31T22:59,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-19,2019-05-21T09:23,2019-05-21T14:43,2019-05-21T20:23,2019-05-26T23:03,2019-05-31T13:03,2019-05-24T04:21,2019-05-31T22:03,2019-05-31T23:43,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-182,PNL-20,2019-05-21T10:07,2019-05-21T15:27,2019-05-21T21:07,2019-05-26T23:47,2019-05-31T13:47,2019-05-24T05:05,2019-05-31T22:47,2019-06-01T00:27,2호기,2호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기,1호기,1호기,2호기,1호기,3호기,2호기,2호기
양품,LOT-183,PNL-01,2019-05-21T10:53,2019-05-21T16:13,2019-05-21T21:53,2019-05-27T00:33,2019-05-31T14:33,2019-05-24T05:50,2019-05-31T23:33,2019-06-01T01:13,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-02,2019-05-21T11:37,2019-05-21T16:57,2019-05-21T22:37,2019-05-27T01:17,2019-05-31T15:17,2019-05-24T06:34,2019-06-01T00:17,2019-06-01T01:57,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-03,2019-05-21T12:21,2019-05-21T17:41,2019-05-21T23:21,2019-05-27T02:01,2019-05-31T16:01,2019-05-24T07:18,2019-06-01T01:01,2019-06-01T02:41,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-04,2019-05-21T13:05,2019-05-21T18:25,2019-05-22T00:05,2019-05-27T02:45,2019-05-31T16:45,2019-05-24T08:02,2019-06-01T01:45,2019-06-01T03:25,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-05,2019-05-21T13:50,2019-05-21T19:10,2019-05-22T00:50,2019-05-27T03:30,2019-05-31T17:30,2019-05-24T08:47,2019-06-01T02:30,2019-06-01T04:10,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-06,2019-05-21T14:34,2019-05-21T19:54,2019-05-22T01:34,2019-05-27T04:14,2019-05-31T18:14,2019-05-24T09:31,2019-06-01T03:14,2019-06-01T04:54,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-07,2019-05-21T15:18,2019-05-21T20:38,2019-05-22T02:18,2019-05-27T04:58,2019-05-31T18:58,2019-05-24T10:15,2019-06-01T03:58,2019-06-01T05:38,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-08,2019-05-21T16:02,2019-05-21T21:22,2019-05-22T03:02,2019-05-27T05:42,2019-05-31T19:42,2019-05-24T10:59,2019-06-01T04:42,2019-06-01T06:22,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
명점,LOT-183,PNL-09,2019-05-21T16:47,2019-05-21T22:07,2019-05-22T03:47,2019-05-27T06:27,2019-05-31T20:27,2019-05-24T11:44,2019-06-01T05:27,2019-06-01T07:07,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-10,2019-05-21T17:31,2019-05-21T22:51,2019-05-22T04:31,2019-05-27T07:11,2019-05-31T21:11,2019-05-24T12:28,2019-06-01T06:11,2019-06-01T07:51,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-11,2019-05-21T18:15,2019-05-21T23:35,2019-05-22T05:15,2019-05-27T07:55,2019-05-31T21:55,2019-05-24T13:12,2019-06-01T06:55,2019-06-01T08:35,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
명점,LOT-183,PNL-12,2019-05-21T18:59,2019-05-22T00:19,2019-05-22T05:59,2019-05-27T08:39,2019-05-31T22:39,2019-05-24T13:56,2019-06-01T07:39,2019-06-01T09:19,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-13,2019-05-21T19:44,2019-05-22T01:04,2019-05-22T06:44,2019-05-27T09:24,2019-05-31T23:24,2019-05-24T14:41,2019-06-01T08:24,2019-06-01T10:04,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-14,2019-05-21T20:28,2019-05-22T01:48,2019-05-22T07:28,2019-05-27T10:08,2019-06-01T00:08,2019-05-24T15:25,2019-06-01T09:08,2019-06-01T10:48,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-15,2019-05-21T21:12,2019-05-22T02:32,2019-05-22T08:12,2019-05-27T10:52,2019-06-01T00:52,2019-05-24T16:09,2019-06-01T09:52,2019-06-01T11:32,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-16,2019-05-21T21:56,2019-05-22T03:16,2019-05-22T08:56,2019-05-27T11:36,2019-06-01T01:36,2019-05-24T16:53,2019-06-01T10:36,2019-06-01T12:16,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-17,2019-05-21T22:41,2019-05-22T04:01,2019-05-22T09:41,2019-05-27T12:21,2019-06-01T02:21,2019-05-24T17:38,2019-06-01T11:21,2019-06-01T13:01,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-18,2019-05-21T23:25,2019-05-22T04:45,2019-05-22T10:25,2019-05-27T13:05,2019-06-01T03:05,2019-05-24T18:22,2019-06-01T12:05,2019-06-01T13:45,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-19,2019-05-22T00:09,2019-05-22T05:29,2019-05-22T11:09,2019-05-27T13:49,2019-06-01T03:49,2019-05-24T19:06,2019-06-01T12:49,2019-06-01T14:29,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-183,PNL-20,2019-05-22T00:53,2019-05-22T06:13,2019-05-22T11:53,2019-05-27T14:33,2019-06-01T04:33,2019-05-24T19:50,2019-06-01T13:33,2019-06-01T15:13,1호기,1호기,2호기,1호기,2호기,1호기,1호기,3호기,1호기,2호기,1호기,1호기,1호기,1호기,3호기,1호기,2호기
양품,LOT-184,PNL-01,2019-05-22T01:39,2019-05-22T06:59,2019-05-22T12:39,2019-05-27T15:19,2019-06-01T05:19,2019-05-24T20:35,2019-06-01T14:19,2019-06-01T15:59,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-02,2019-05-22T02:23,2019-05-22T07:43,2019-05-22T13:23,2019-05-27T16:03,2019-06-01T06:03,2019-05-24T21:19,2019-06-01T15:03,2019-06-01T16:43,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-03,2019-05-22T03:07,2019-05-22T08:27,2019-05-22T14:07,2019-05-27T16:47,2019-06-01T06:47,2019-05-24T22:03,2019-06-01T15:47,2019-06-01T17:27,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
명점,LOT-184,PNL-04,2019-05-22T03:51,2019-05-22T09:11,2019-05-22T14:51,2019-05-27T17:31,2019-06-01T07:31,2019-05-24T22:47,2019-06-01T16:31,2019-06-01T18:11,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-05,2019-05-22T04:36,2019-05-22T09:56,2019-05-22T15:36,2019-05-27T18:16,2019-06-01T08:16,2019-05-24T23:32,2019-06-01T17:16,2019-06-01T18:56,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-06,2019-05-22T05:20,2019-05-22T10:40,2019-05-22T16:20,2019-05-27T19:00,2019-06-01T09:00,2019-05-25T00:16,2019-06-01T18:00,2019-06-01T19:40,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
명점,LOT-184,PNL-07,2019-05-22T06:04,2019-05-22T11:24,2019-05-22T17:04,2019-05-27T19:44,2019-06-01T09:44,2019-05-25T01:00,2019-06-01T18:44,2019-06-01T20:24,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-08,2019-05-22T06:48,2019-05-22T12:08,2019-05-22T17:48,2019-05-27T20:28,2019-06-01T10:28,2019-05-25T01:44,2019-06-01T19:28,2019-06-01T21:08,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-09,2019-05-22T07:33,2019-05-22T12:53,2019-05-22T18:33,2019-05-27T21:13,2019-06-01T11:13,2019-05-25T02:29,2019-06-01T20:13,2019-06-01T21:53,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-10,2019-05-22T08:17,2019-05-22T13:37,2019-05-22T19:17,2019-05-27T21:57,2019-06-01T11:57,2019-05-25T03:13,2019-06-01T20:57,2019-06-01T22:37,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-11,2019-05-22T09:01,2019-05-22T14:21,2019-05-22T20:01,2019-05-27T22:41,2019-06-01T12:41,2019-05-25T03:57,2019-06-01T21:41,2019-06-01T23:21,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-12,2019-05-22T09:45,2019-05-22T15:05,2019-05-22T20:45,2019-05-27T23:25,2019-06-01T13:25,2019-05-25T04:41,2019-06-01T22:25,2019-06-02T00:05,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-13,2019-05-22T10:30,2019-05-22T15:50,2019-05-22T21:30,2019-05-28T00:10,2019-06-01T14:10,2019-05-25T05:26,2019-06-01T23:10,2019-06-02T00:50,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-14,2019-05-22T11:14,2019-05-22T16:34,2019-05-22T22:14,2019-05-28T00:54,2019-06-01T14:54,2019-05-25T06:10,2019-06-01T23:54,2019-06-02T01:34,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-15,2019-05-22T11:58,2019-05-22T17:18,2019-05-22T22:58,2019-05-28T01:38,2019-06-01T15:38,2019-05-25T06:54,2019-06-02T00:38,2019-06-02T02:18,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-16,2019-05-22T12:42,2019-05-22T18:02,2019-05-22T23:42,2019-05-28T02:22,2019-06-01T16:22,2019-05-25T07:38,2019-06-02T01:22,2019-06-02T03:02,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-17,2019-05-22T13:27,2019-05-22T18:47,2019-05-23T00:27,2019-05-28T03:07,2019-06-01T17:07,2019-05-25T08:23,2019-06-02T02:07,2019-06-02T03:47,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-18,2019-05-22T14:11,2019-05-22T19:31,2019-05-23T01:11,2019-05-28T03:51,2019-06-01T17:51,2019-05-25T09:07,2019-06-02T02:51,2019-06-02T04:31,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
양품,LOT-184,PNL-19,2019-05-22T14:55,2019-05-22T20:15,2019-05-23T01:55,2019-05-28T04:35,2019-06-01T18:35,2019-05-25T09:51,2019-06-02T03:35,2019-06-02T05:15,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
명점,LOT-184,PNL-20,2019-05-22T15:39,2019-05-22T20:59,2019-05-23T02:39,2019-05-28T05:19,2019-06-01T19:19,2019-05-25T10:35,2019-06-02T04:19,2019-06-02T05:59,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,2호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기
명점,LOT-185,PNL-01,2019-05-22T16:25,2019-05-22T21:45,2019-05-23T03:25,2019-05-28T06:05,2019-06-01T20:05,2019-05-25T11:20,2019-06-02T05:05,2019-06-02T06:45,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-02,2019-05-22T17:09,2019-05-22T22:29,2019-05-23T04:09,2019-05-28T06:49,2019-06-01T20:49,2019-05-25T12:04,2019-06-02T05:49,2019-06-02T07:29,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-03,2019-05-22T17:53,2019-05-22T23:13,2019-05-23T04:53,2019-05-28T07:33,2019-06-01T21:33,2019-05-25T12:48,2019-06-02T06:33,2019-06-02T08:13,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-04,2019-05-22T18:37,2019-05-22T23:57,2019-05-23T05:37,2019-05-28T08:17,2019-06-01T22:17,2019-05-25T13:32,2019-06-02T07:17,2019-06-02T08:57,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-05,2019-05-22T19:22,2019-05-23T00:42,2019-05-23T06:22,2019-05-28T09:02,2019-06-01T23:02,2019-05-25T14:17,2019-06-02T08:02,2019-06-02T09:42,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
명점,LOT-185,PNL-06,2019-05-22T20:06,2019-05-23T01:26,2019-05-23T07:06,2019-05-28T09:46,2019-06-01T23:46,2019-05-25T15:01,2019-06-02T08:46,2019-06-02T10:26,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-07,2019-05-22T20:50,2019-05-23T02:10,2019-05-23T07:50,2019-05-28T10:30,2019-06-02T00:30,2019-05-25T15:45,2019-06-02T09:30,2019-06-02T11:10,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-08,2019-05-22T21:34,2019-05-23T02:54,2019-05-23T08:34,2019-05-28T11:14,2019-06-02T01:14,2019-05-25T16:29,2019-06-02T10:14,2019-06-02T11:54,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-09,2019-05-22T22:19,2019-05-23T03:39,2019-05-23T09:19,2019-05-28T11:59,2019-06-02T01:59,2019-05-25T17:14,2019-06-02T10:59,2019-06-02T12:39,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-10,2019-05-22T23:03,2019-05-23T04:23,2019-05-23T10:03,2019-05-28T12:43,2019-06-02T02:43,2019-05-25T17:58,2019-06-02T11:43,2019-06-02T13:23,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-11,2019-05-22T23:47,2019-05-23T05:07,2019-05-23T10:47,2019-05-28T13:27,2019-06-02T03:27,2019-05-25T18:42,2019-06-02T12:27,2019-06-02T14:07,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
명점,LOT-185,PNL-12,2019-05-23T00:31,2019-05-23T05:51,2019-05-23T11:31,2019-05-28T14:11,2019-06-02T04:11,2019-05-25T19:26,2019-06-02T13:11,2019-06-02T14:51,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
양품,LOT-185,PNL-13,2019-05-23T01:16,2019-05-23T06:36,2019-05-23T12:16,2019-05-28T14:56,2019-06-02T04:56,2019-05-25T20:11,2019-06-02T13:56,2019-06-02T15:36,1호기,1호기,1호기,1호기,2호기,1호기,2호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,1호기
